age,workclass,education-num,marital-status,relationship,race,sex,capital-gain,capital-loss,hours-per-week,income,occupation_grouped,native_region
29,Private,9,Married-civ-spouse,Husband,White,Male,0,0,50.0,<=50K,Sales,United-States
44,Self-emp-not-inc,9,Divorced,Unmarried,White,Female,0,0,52.5,<=50K,Executive,United-States
28,Private,13,Married-civ-spouse,Husband,White,Male,0,0,52.5,<=50K,Professional,United-States
33,Self-emp-inc,9,Married-civ-spouse,Husband,White,Male,0,0,50.0,>50K,Sales,United-States
35,Private,10,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Skilled Labor,United-States
41,Private,6,Married-spouse-absent,Not-in-family,White,Female,0,0,40.0,<=50K,Skilled Labor,United-States
42,Private,13,Married-civ-spouse,Husband,Black,Male,0,0,40.0,>50K,Sales,United-States
51,Self-emp-not-inc,10,Married-civ-spouse,Husband,White,Male,0,0,52.5,>50K,Executive,United-States
32,Private,7,Never-married,Unmarried,Black,Female,0,0,40.0,<=50K,Service,Caribbean
37,Private,9,Never-married,Own-child,White,Male,0,0,40.0,<=50K,Skilled Labor,United-States
18,Private,7,Never-married,Own-child,White,Female,0,0,32.5,<=50K,Sales,United-States
24,Private,11,Never-married,Own-child,White,Female,0,0,35.0,<=50K,Service,United-States
29,Private,10,Divorced,Unmarried,White,Female,0,0,40.0,<=50K,Professional,United-States
45,Private,10,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Clerical,United-States
52,Federal-gov,13,Married-civ-spouse,Husband,White,Male,0,0,45.0,>50K,Executive,United-States
35,Private,9,Never-married,Not-in-family,White,Female,0,0,40.0,<=50K,Service,United-States
46,Self-emp-inc,13,Divorced,Not-in-family,White,Female,0,0,50.0,<=50K,Executive,United-States
63,Private,9,Widowed,Unmarried,White,Male,0,0,50.0,>50K,Executive,United-States
32,Local-gov,13,Married-civ-spouse,Wife,White,Female,0,0,35.0,>50K,Professional,United-States
24,Private,9,Never-married,Own-child,White,Female,594,0,32.5,<=50K,Service,United-States
72,Private,10,Married-civ-spouse,Husband,White,Male,0,0,32.5,<=50K,Professional,Canada
35,Private,10,Never-married,Unmarried,White,Male,0,0,32.5,<=50K,Professional,United-States
29,Private,13,Never-married,Not-in-family,White,Female,0,0,40.0,<=50K,Clerical,United-States
35,Private,13,Married-civ-spouse,Husband,White,Male,7688,0,50.0,>50K,Executive,United-States
70,Private,6,Married-civ-spouse,Husband,White,Male,0,0,32.5,<=50K,Unskilled Labor,United-States
65,Private,13,Married-civ-spouse,Husband,White,Male,5556,0,48.0,>50K,Professional,United-States
36,Private,9,Never-married,Not-in-family,White,Female,0,0,32.5,<=50K,Unskilled Labor,United-States
53,Private,9,Married-civ-spouse,Husband,Black,Male,4386,0,32.5,>50K,Service,United-States
49,Local-gov,9,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Unskilled Labor,United-States
60,Private,15,Married-civ-spouse,Husband,White,Male,0,1902,40.0,>50K,Executive,United-States
18,Private,7,Never-married,Own-child,White,Male,0,0,40.0,<=50K,Unskilled Labor,United-States
21,Private,10,Never-married,Own-child,White,Male,0,0,35.0,<=50K,Service,Europe
42,Private,6,Never-married,Not-in-family,Black,Male,0,0,40.0,<=50K,Unskilled Labor,United-States
25,State-gov,14,Never-married,Not-in-family,White,Female,0,0,37.0,<=50K,Professional,United-States
32,Private,9,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Skilled Labor,United-States
25,Self-emp-inc,9,Married-civ-spouse,Husband,White,Male,0,0,52.5,<=50K,Sales,United-States
47,Private,13,Married-civ-spouse,Husband,White,Male,7298,0,40.0,>50K,Clerical,United-States
30,Private,11,Never-married,Not-in-family,White,Female,0,0,40.0,<=50K,Professional,United-States
21,Private,12,Never-married,Own-child,White,Female,0,0,40.0,<=50K,Professional,United-States
38,Self-emp-not-inc,13,Married-civ-spouse,Husband,White,Male,0,0,52.5,<=50K,Unskilled Labor,United-States
34,Private,9,Married-civ-spouse,Husband,White,Male,0,2051,52.5,<=50K,Unskilled Labor,United-States
37,Private,12,Never-married,Not-in-family,White,Female,0,0,32.5,<=50K,Service,United-States
56,Private,9,Married-civ-spouse,Wife,White,Female,0,0,40.0,>50K,Executive,United-States
52,State-gov,11,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Executive,United-States
23,Private,13,Never-married,Own-child,White,Male,0,0,40.0,<=50K,Professional,United-States
29,State-gov,9,Married-civ-spouse,Husband,White,Male,0,0,42.0,<=50K,Service,United-States
45,Private,9,Married-civ-spouse,Husband,White,Male,0,0,40.0,>50K,Skilled Labor,United-States
23,Local-gov,13,Never-married,Not-in-family,White,Female,0,0,40.0,<=50K,Professional,United-States
45,Private,14,Married-civ-spouse,Husband,White,Male,0,0,52.5,>50K,Executive,United-States
30,Private,13,Never-married,Not-in-family,White,Male,0,0,42.0,<=50K,Executive,United-States
45,Private,13,Married-civ-spouse,Husband,White,Male,0,0,50.0,<=50K,Sales,United-States
26,Private,9,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Unskilled Labor,United-States
23,Private,10,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Unskilled Labor,United-States
24,Private,10,Never-married,Own-child,White,Female,0,0,40.0,<=50K,Service,United-States
43,Private,14,Widowed,Unmarried,White,Male,4934,0,40.0,>50K,Executive,United-States
42,Private,9,Divorced,Unmarried,White,Male,0,0,40.0,<=50K,Unskilled Labor,United-States
72,Private,10,Widowed,Not-in-family,White,Female,0,0,32.5,<=50K,Clerical,United-States
21,Private,10,Never-married,Own-child,White,Female,0,0,40.0,<=50K,Professional,United-States
57,Private,13,Married-civ-spouse,Husband,White,Male,15024,0,52.5,>50K,Executive,United-States
24,Private,13,Married-civ-spouse,Husband,White,Male,0,0,45.0,<=50K,Sales,United-States
27,Private,9,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Unskilled Labor,United-States
54,Private,9,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Sales,United-States
42,Local-gov,9,Married-civ-spouse,Husband,White,Male,0,0,52.5,>50K,Executive,United-States
17,Private,5,Never-married,Own-child,Black,Male,0,0,40.0,<=50K,Service,United-States
48,Private,13,Married-civ-spouse,Husband,White,Male,0,0,52.5,>50K,Executive,United-States
39,Private,13,Divorced,Not-in-family,White,Female,0,0,40.0,<=50K,Sales,United-States
41,Self-emp-inc,13,Married-civ-spouse,Husband,White,Male,7688,0,52.5,>50K,Executive,United-States
50,Private,4,Married-civ-spouse,Wife,White,Female,0,0,35.0,<=50K,Service,United-States
57,Private,9,Divorced,Not-in-family,White,Male,0,0,45.0,<=50K,Unskilled Labor,United-States
44,Local-gov,16,Married-civ-spouse,Husband,White,Male,0,0,36.0,>50K,Professional,United-States
20,Private,9,Never-married,Not-in-family,White,Female,0,0,32.5,<=50K,Professional,United-States
49,Private,9,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Sales,United-States
44,Private,12,Never-married,Unmarried,Black,Female,1151,0,50.0,<=50K,Professional,United-States
42,Private,11,Never-married,Not-in-family,White,Male,0,0,44.0,<=50K,Skilled Labor,United-States
18,Private,10,Never-married,Own-child,White,Male,0,0,32.5,<=50K,Professional,United-States
18,Private,8,Never-married,Own-child,White,Male,0,0,32.5,<=50K,Service,United-States
51,Private,9,Widowed,Unmarried,Black,Female,0,0,40.0,<=50K,Professional,United-States
28,Private,13,Never-married,Not-in-family,White,Female,0,0,40.0,<=50K,Professional,United-States
39,Private,12,Married-civ-spouse,Wife,White,Female,15024,0,45.0,>50K,Executive,United-States
25,Private,9,Married-civ-spouse,Husband,White,Male,0,0,52.0,<=50K,Sales,United-States
41,Private,15,Married-civ-spouse,Husband,White,Male,0,1977,50.0,>50K,Professional,United-States
39,Private,10,Married-civ-spouse,Husband,White,Male,0,0,40.0,>50K,Sales,United-States
42,Self-emp-not-inc,7,Separated,Unmarried,White,Female,0,0,32.5,<=50K,Service,United-States
33,Private,9,Never-married,Not-in-family,White,Female,0,1617,40.0,<=50K,Clerical,United-States
63,Private,6,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Professional,United-States
47,Private,10,Divorced,Unmarried,White,Female,0,0,45.0,>50K,Sales,United-States
27,Local-gov,13,Married-civ-spouse,Husband,White,Male,0,0,52.5,<=50K,Service,United-States
39,Private,14,Married-civ-spouse,Husband,White,Male,0,1848,45.0,>50K,Executive,United-States
20,Private,10,Never-married,Own-child,White,Male,0,0,40.0,<=50K,Unskilled Labor,United-States
49,Private,9,Never-married,Not-in-family,White,Female,0,0,40.0,<=50K,Service,United-States
70,Private,9,Married-civ-spouse,Husband,White,Male,0,0,32.5,<=50K,Professional,United-States
46,Private,9,Married-civ-spouse,Husband,White,Male,0,1740,35.0,<=50K,Unskilled Labor,United-States
47,Private,9,Married-civ-spouse,Husband,White,Male,0,0,32.5,>50K,Sales,United-States
35,Private,5,Never-married,Not-in-family,White,Male,0,0,40.0,<=50K,Skilled Labor,United-States
24,Private,9,Never-married,Not-in-family,White,Male,0,0,40.0,<=50K,Unskilled Labor,United-States
22,Private,10,Never-married,Not-in-family,White,Male,0,0,40.0,<=50K,Professional,United-States
43,Private,13,Divorced,Not-in-family,White,Female,0,0,35.0,<=50K,Service,United-States
60,Local-gov,14,Married-civ-spouse,Husband,White,Male,0,0,40.0,>50K,Professional,United-States
53,Private,7,Married-civ-spouse,Husband,White,Male,0,0,48.0,>50K,Unskilled Labor,United-States
47,Private,10,Divorced,Unmarried,White,Female,0,0,40.0,<=50K,Executive,United-States
34,Private,10,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Unskilled Labor,United-States
37,Private,11,Never-married,Not-in-family,White,Male,0,0,40.0,<=50K,Service,United-States
35,Private,9,Never-married,Own-child,White,Male,0,0,32.5,<=50K,Service,United-States
23,Private,10,Never-married,Not-in-family,White,Female,0,0,40.0,<=50K,Executive,United-States
27,Private,9,Married-civ-spouse,Own-child,White,Female,0,0,32.5,<=50K,Professional,United-States
29,Private,9,Never-married,Other-relative,White,Male,0,0,50.0,<=50K,Unskilled Labor,United-States
23,Private,10,Never-married,Not-in-family,White,Male,0,0,40.0,<=50K,Skilled Labor,United-States
35,Private,9,Divorced,Not-in-family,White,Female,0,0,35.0,<=50K,Service,United-States
18,Private,9,Never-married,Own-child,White,Female,0,0,32.5,<=50K,Professional,United-States
27,Local-gov,13,Never-married,Not-in-family,White,Female,0,0,40.0,<=50K,Professional,United-States
56,Private,10,Divorced,Not-in-family,White,Female,0,0,32.5,<=50K,Professional,United-States
40,Private,9,Never-married,Not-in-family,White,Female,0,0,52.5,<=50K,Clerical,United-States
31,Private,13,Married-civ-spouse,Husband,White,Male,0,0,52.5,<=50K,Sales,United-States
18,Private,10,Never-married,Unmarried,White,Male,2176,0,40.0,<=50K,Sales,United-States
25,Private,12,Never-married,Not-in-family,White,Female,0,0,40.0,<=50K,Professional,United-States
36,Private,10,Never-married,Unmarried,Black,Female,0,0,40.0,<=50K,Service,United-States
38,Private,6,Divorced,Not-in-family,White,Male,0,0,40.0,<=50K,Skilled Labor,United-States
52,Private,9,Widowed,Not-in-family,White,Male,0,0,40.0,<=50K,Skilled Labor,United-States
23,Private,9,Never-married,Unmarried,White,Male,0,0,35.0,<=50K,Service,Latin America
48,Self-emp-not-inc,10,Married-civ-spouse,Husband,White,Male,0,0,32.5,>50K,Executive,United-States
34,Private,9,Never-married,Unmarried,Black,Female,0,0,35.0,<=50K,Professional,United-States
46,Private,9,Married-civ-spouse,Husband,White,Male,0,0,40.0,>50K,Clerical,United-States
26,Private,9,Married-spouse-absent,Not-in-family,White,Male,0,0,40.0,<=50K,Service,United-States
47,Private,9,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Unskilled Labor,United-States
21,Private,10,Never-married,Own-child,White,Female,0,0,32.5,<=50K,Professional,United-States
65,Private,13,Divorced,Not-in-family,White,Male,6723,0,40.0,<=50K,Professional,United-States
31,Local-gov,9,Married-civ-spouse,Husband,Black,Male,0,0,40.0,<=50K,Unskilled Labor,United-States
38,Private,9,Married-civ-spouse,Wife,White,Female,7688,0,40.0,>50K,Executive,United-States
68,Private,9,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Executive,United-States
26,Private,13,Never-married,Other-relative,Asian-Pac-Islander,Female,0,0,40.0,<=50K,Clerical,Other
42,Private,9,Divorced,Not-in-family,White,Male,0,0,40.0,<=50K,Service,United-States
49,Private,9,Married-civ-spouse,Husband,White,Male,0,0,40.0,>50K,Skilled Labor,United-States
42,Private,13,Married-civ-spouse,Wife,Asian-Pac-Islander,Female,0,1887,40.0,>50K,Clerical,Asia
39,Private,14,Married-civ-spouse,Husband,White,Male,7688,0,52.5,>50K,Executive,United-States
31,Self-emp-not-inc,5,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Skilled Labor,United-States
28,State-gov,13,Married-civ-spouse,Husband,White,Male,0,0,32.5,<=50K,Professional,United-States
36,Private,13,Divorced,Not-in-family,White,Female,0,0,50.0,<=50K,Professional,United-States
42,State-gov,10,Married-civ-spouse,Wife,White,Female,0,0,40.0,>50K,Executive,United-States
62,Private,9,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Unskilled Labor,United-States
21,Private,9,Never-married,Own-child,White,Male,0,0,32.5,<=50K,Unskilled Labor,United-States
21,Private,10,Never-married,Own-child,Other,Female,0,0,32.5,<=50K,Clerical,Latin America
60,Private,9,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Professional,United-States
22,Private,10,Never-married,Own-child,White,Female,0,0,32.5,<=50K,Service,United-States
30,Private,6,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Skilled Labor,United-States
64,Private,9,Widowed,Not-in-family,White,Female,0,0,40.0,<=50K,Clerical,United-States
28,Private,13,Married-civ-spouse,Wife,White,Female,15024,0,32.5,>50K,Executive,United-States
41,Self-emp-not-inc,12,Married-civ-spouse,Husband,White,Male,0,1887,40.0,>50K,Skilled Labor,United-States
25,Private,9,Never-married,Other-relative,White,Male,0,0,40.0,<=50K,Skilled Labor,United-States
27,Private,9,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Unskilled Labor,United-States
40,Private,12,Married-civ-spouse,Husband,White,Male,0,0,44.0,<=50K,Professional,United-States
58,Private,10,Married-civ-spouse,Husband,White,Male,0,0,40.0,>50K,Executive,United-States
31,Private,15,Never-married,Not-in-family,White,Female,0,0,52.5,<=50K,Professional,United-States
50,Local-gov,9,Widowed,Unmarried,White,Female,0,0,40.0,<=50K,Unskilled Labor,United-States
27,Private,9,Separated,Unmarried,White,Male,0,0,40.0,<=50K,Unskilled Labor,United-States
31,Private,9,Never-married,Own-child,Amer-Indian-Eskimo,Male,0,0,40.0,<=50K,Professional,United-States
50,Private,13,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Sales,United-States
45,Private,9,Married-civ-spouse,Husband,Black,Male,0,0,40.0,>50K,Service,United-States
33,Private,8,Never-married,Own-child,Black,Male,0,0,40.0,<=50K,Service,United-States
62,Private,10,Divorced,Not-in-family,White,Male,0,1974,40.0,<=50K,Clerical,United-States
38,Private,9,Married-civ-spouse,Husband,White,Male,0,2051,40.0,<=50K,Skilled Labor,Europe
19,Private,10,Never-married,Own-child,White,Female,0,0,35.0,<=50K,Service,United-States
30,Private,7,Married-civ-spouse,Wife,Black,Female,0,0,32.5,<=50K,Service,United-States
38,Private,10,Divorced,Own-child,White,Female,0,0,32.5,<=50K,Sales,United-States
42,Self-emp-not-inc,9,Married-civ-spouse,Husband,White,Male,0,0,52.5,>50K,Unskilled Labor,United-States
49,Self-emp-inc,10,Divorced,Not-in-family,White,Male,0,0,32.5,<=50K,Sales,United-States
53,Private,14,Married-civ-spouse,Husband,White,Male,0,1902,50.0,>50K,Executive,United-States
45,Local-gov,10,Married-civ-spouse,Husband,White,Male,0,1887,40.0,>50K,Skilled Labor,Latin America
24,Private,10,Never-married,Own-child,Black,Female,0,0,40.0,<=50K,Clerical,United-States
29,Private,11,Never-married,Own-child,White,Female,0,0,35.0,<=50K,Clerical,United-States
24,Private,10,Never-married,Own-child,White,Female,5060,0,32.5,<=50K,Sales,United-States
38,Federal-gov,13,Married-civ-spouse,Husband,White,Male,0,0,40.0,>50K,Professional,United-States
25,Self-emp-inc,11,Never-married,Unmarried,White,Male,0,0,52.5,<=50K,Unskilled Labor,United-States
51,State-gov,6,Married-civ-spouse,Husband,Amer-Indian-Eskimo,Male,0,0,40.0,<=50K,Skilled Labor,United-States
17,Private,7,Never-married,Own-child,White,Female,0,0,32.5,<=50K,Professional,United-States
19,Private,10,Never-married,Own-child,White,Female,0,0,32.5,<=50K,Clerical,United-States
38,Private,10,Married-civ-spouse,Husband,White,Male,0,0,52.0,>50K,Skilled Labor,United-States
60,Private,9,Divorced,Not-in-family,White,Female,0,0,40.0,<=50K,Service,United-States
29,Self-emp-not-inc,9,Never-married,Not-in-family,White,Male,0,0,40.0,<=50K,Sales,United-States
66,Private,10,Widowed,Unmarried,Black,Female,0,4356,40.0,<=50K,Professional,United-States
28,Federal-gov,6,Married-civ-spouse,Wife,Amer-Indian-Eskimo,Female,0,0,40.0,<=50K,Service,United-States
36,Private,9,Married-civ-spouse,Husband,White,Male,0,0,45.0,>50K,Professional,Latin America
57,Private,9,Married-civ-spouse,Husband,Other,Male,0,0,32.5,<=50K,Professional,Latin America
24,Private,12,Never-married,Own-child,White,Male,0,0,40.0,<=50K,Skilled Labor,United-States
43,Private,12,Never-married,Not-in-family,White,Female,0,0,38.0,<=50K,Clerical,United-States
29,Self-emp-inc,15,Married-civ-spouse,Husband,White,Male,0,0,52.5,>50K,Professional,United-States
67,Self-emp-not-inc,15,Married-civ-spouse,Husband,White,Male,20051,0,32.5,>50K,Professional,United-States
20,Private,9,Never-married,Own-child,White,Male,0,0,40.0,<=50K,Service,United-States
21,Private,10,Never-married,Own-child,Asian-Pac-Islander,Male,0,0,32.5,<=50K,Service,United-States
20,Private,6,Never-married,Own-child,White,Male,0,0,40.0,<=50K,Unskilled Labor,United-States
42,Private,12,Married-civ-spouse,Husband,White,Male,0,0,52.5,>50K,Executive,United-States
20,Private,10,Never-married,Own-child,White,Female,0,0,32.5,<=50K,Service,United-States
19,Local-gov,9,Never-married,Own-child,White,Male,0,0,35.0,<=50K,Clerical,United-States
34,Private,9,Married-civ-spouse,Husband,White,Male,0,0,45.0,<=50K,Skilled Labor,United-States
40,Local-gov,13,Never-married,Unmarried,White,Female,0,0,45.0,<=50K,Professional,United-States
33,Private,10,Separated,Unmarried,Black,Female,0,0,32.5,<=50K,Service,United-States
36,Private,10,Divorced,Not-in-family,White,Female,0,0,37.0,<=50K,Skilled Labor,United-States
43,Private,12,Divorced,Not-in-family,White,Male,0,2444,52.5,>50K,Skilled Labor,United-States
41,Local-gov,9,Separated,Unmarried,Black,Female,0,0,40.0,<=50K,Service,United-States
34,State-gov,9,Married-civ-spouse,Husband,White,Male,0,0,40.0,>50K,Professional,United-States
33,Private,12,Married-civ-spouse,Husband,Other,Male,0,0,40.0,>50K,Sales,Asia
47,Private,9,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Unskilled Labor,United-States
41,Private,2,Married-civ-spouse,Husband,White,Male,0,0,50.0,<=50K,Sales,Latin America
40,Private,9,Married-spouse-absent,Not-in-family,White,Male,0,0,40.0,>50K,Skilled Labor,United-States
28,Private,13,Never-married,Own-child,Black,Male,0,0,40.0,<=50K,Skilled Labor,United-States
62,Self-emp-not-inc,9,Married-civ-spouse,Husband,White,Male,0,0,52.5,>50K,Sales,United-States
29,Private,9,Divorced,Unmarried,White,Female,0,0,50.0,<=50K,Clerical,United-States
46,Private,10,Divorced,Not-in-family,White,Female,0,0,40.0,<=50K,Clerical,United-States
28,Private,9,Never-married,Not-in-family,White,Male,0,0,52.5,<=50K,Service,United-States
57,Federal-gov,9,Divorced,Not-in-family,White,Female,0,0,40.0,<=50K,Clerical,United-States
22,Private,10,Never-married,Own-child,White,Female,0,0,40.0,<=50K,Sales,United-States
28,Local-gov,12,Never-married,Not-in-family,White,Female,0,0,40.0,<=50K,Clerical,United-States
24,Private,13,Never-married,Not-in-family,White,Female,0,0,45.0,<=50K,Clerical,United-States
54,Self-emp-not-inc,13,Divorced,Not-in-family,White,Male,27828,0,50.0,>50K,Unskilled Labor,United-States
22,Private,7,Separated,Not-in-family,White,Male,0,0,40.0,<=50K,Skilled Labor,United-States
36,State-gov,13,Never-married,Unmarried,Black,Female,0,0,40.0,<=50K,Service,United-States
50,Private,10,Divorced,Unmarried,White,Female,0,0,40.0,<=50K,Clerical,United-States
18,Private,7,Never-married,Own-child,White,Male,0,0,32.5,<=50K,Unskilled Labor,United-States
52,State-gov,12,Married-civ-spouse,Husband,White,Male,0,0,40.0,>50K,Sales,United-States
41,Private,4,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Service,United-States
21,Private,9,Never-married,Not-in-family,White,Female,0,0,32.5,<=50K,Professional,United-States
36,Private,13,Never-married,Not-in-family,White,Female,0,1741,40.0,<=50K,Sales,United-States
34,Self-emp-not-inc,13,Never-married,Not-in-family,White,Female,0,0,52.5,>50K,Professional,United-States
21,Private,11,Never-married,Own-child,White,Male,0,0,40.0,<=50K,Skilled Labor,United-States
46,Private,9,Never-married,Not-in-family,White,Male,0,0,40.0,<=50K,Executive,United-States
57,Private,10,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Professional,United-States
61,Local-gov,14,Never-married,Unmarried,White,Female,0,0,32.5,<=50K,Professional,United-States
22,State-gov,10,Never-married,Own-child,White,Male,0,0,32.5,<=50K,Unskilled Labor,United-States
33,Private,7,Divorced,Own-child,White,Male,0,0,52.5,<=50K,Professional,United-States
36,State-gov,15,Married-civ-spouse,Wife,White,Female,15024,0,50.0,>50K,Professional,United-States
43,Local-gov,14,Divorced,Unmarried,White,Female,914,0,40.0,<=50K,Professional,United-States
25,Private,12,Married-civ-spouse,Wife,Asian-Pac-Islander,Female,0,0,37.0,>50K,Clerical,Asia
17,Private,6,Never-married,Other-relative,White,Male,0,0,32.5,<=50K,Service,United-States
45,Private,11,Married-civ-spouse,Husband,White,Male,4386,0,38.0,>50K,Skilled Labor,United-States
30,Private,15,Never-married,Not-in-family,White,Male,0,1590,52.5,<=50K,Professional,United-States
40,Private,14,Never-married,Not-in-family,White,Male,0,0,35.0,<=50K,Professional,United-States
31,Local-gov,14,Never-married,Not-in-family,White,Male,0,0,45.0,<=50K,Executive,United-States
42,Private,13,Married-civ-spouse,Husband,White,Male,0,0,40.0,>50K,Executive,United-States
53,Private,9,Married-civ-spouse,Husband,White,Male,0,0,40.0,>50K,Skilled Labor,United-States
37,Private,2,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Unskilled Labor,Latin America
37,State-gov,9,Married-spouse-absent,Unmarried,White,Female,0,0,32.5,<=50K,Service,United-States
54,Private,10,Married-civ-spouse,Wife,White,Female,0,0,40.0,>50K,Sales,United-States
36,Private,9,Divorced,Own-child,White,Female,0,0,32.5,<=50K,Service,United-States
46,Private,13,Married-civ-spouse,Husband,White,Male,0,0,48.0,<=50K,Sales,United-States
32,Private,5,Married-civ-spouse,Husband,White,Male,0,0,50.0,<=50K,Unskilled Labor,United-States
17,Private,7,Never-married,Own-child,White,Male,594,0,40.0,<=50K,Skilled Labor,United-States
42,State-gov,13,Divorced,Not-in-family,Black,Male,0,0,40.0,<=50K,Professional,United-States
37,Local-gov,9,Never-married,Not-in-family,White,Male,0,0,40.0,<=50K,Skilled Labor,United-States
29,Private,9,Married-civ-spouse,Husband,White,Male,0,0,48.0,<=50K,Unskilled Labor,United-States
54,Private,13,Married-civ-spouse,Husband,White,Male,0,0,40.0,>50K,Executive,United-States
38,Private,8,Married-civ-spouse,Husband,White,Male,0,0,48.0,<=50K,Skilled Labor,United-States
46,Local-gov,9,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Unskilled Labor,United-States
24,Private,9,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Unskilled Labor,United-States
57,Private,2,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Unskilled Labor,Europe
59,Private,2,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Unskilled Labor,United-States
33,Private,13,Married-civ-spouse,Husband,White,Male,0,0,40.0,>50K,Executive,United-States
35,Private,9,Divorced,Unmarried,Black,Female,0,1594,40.0,<=50K,Service,United-States
53,Private,9,Married-civ-spouse,Husband,White,Male,2829,0,40.0,<=50K,Unskilled Labor,United-States
26,Private,9,Never-married,Other-relative,White,Male,0,0,40.0,<=50K,Unskilled Labor,United-States
55,Self-emp-not-inc,14,Married-civ-spouse,Husband,White,Male,2228,0,50.0,<=50K,Sales,United-States
46,Private,9,Separated,Not-in-family,Black,Female,0,0,45.0,<=50K,Service,Caribbean
44,State-gov,13,Married-civ-spouse,Husband,Amer-Indian-Eskimo,Male,0,0,38.0,>50K,Professional,United-States
30,Self-emp-not-inc,11,Married-civ-spouse,Husband,White,Male,3137,0,52.5,<=50K,Sales,Europe
24,Private,10,Never-married,Own-child,White,Male,0,0,32.5,<=50K,Unskilled Labor,United-States
32,Private,6,Married-spouse-absent,Not-in-family,Black,Female,0,0,37.0,<=50K,Service,United-States
35,Private,13,Never-married,Not-in-family,White,Female,0,0,40.0,<=50K,Sales,United-States
67,Private,14,Married-civ-spouse,Husband,White,Male,0,0,32.5,>50K,Sales,United-States
56,Self-emp-not-inc,13,Married-civ-spouse,Husband,White,Male,0,0,32.5,>50K,Executive,United-States
26,Private,14,Never-married,Not-in-family,Asian-Pac-Islander,Male,0,0,32.5,<=50K,Professional,Asia
46,Private,12,Widowed,Unmarried,White,Female,6497,0,40.0,<=50K,Professional,United-States
52,Private,9,Married-civ-spouse,Husband,White,Male,0,0,48.0,>50K,Skilled Labor,United-States
38,Self-emp-not-inc,10,Divorced,Not-in-family,White,Male,0,0,40.0,<=50K,Skilled Labor,United-States
31,Private,9,Divorced,Unmarried,Black,Male,0,0,50.0,<=50K,Sales,United-States
53,Private,9,Separated,Not-in-family,White,Male,0,0,32.5,<=50K,Unskilled Labor,United-States
27,Private,9,Never-married,Not-in-family,Black,Male,0,0,40.0,<=50K,Unskilled Labor,United-States
39,Private,13,Never-married,Not-in-family,White,Female,0,0,40.0,<=50K,Clerical,United-States
22,Private,9,Never-married,Own-child,White,Male,0,0,40.0,<=50K,Unskilled Labor,United-States
37,Private,10,Married-civ-spouse,Husband,White,Male,0,0,35.0,>50K,Skilled Labor,United-States
20,Private,9,Never-married,Own-child,White,Male,0,0,32.5,<=50K,Clerical,Latin America
60,Local-gov,9,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Service,United-States
51,Private,11,Divorced,Unmarried,Black,Female,0,0,48.0,<=50K,Professional,United-States
57,Federal-gov,15,Divorced,Not-in-family,White,Female,0,0,50.0,>50K,Professional,United-States
59,Private,10,Married-civ-spouse,Husband,White,Male,0,0,40.0,>50K,Skilled Labor,United-States
37,Private,9,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Skilled Labor,United-States
35,Private,9,Married-civ-spouse,Wife,White,Female,0,0,40.0,<=50K,Unskilled Labor,United-States
43,Private,10,Married-civ-spouse,Husband,White,Male,0,0,52.5,>50K,Sales,United-States
17,Private,8,Never-married,Own-child,White,Male,0,0,35.0,<=50K,Service,United-States
45,Private,13,Married-civ-spouse,Husband,White,Male,0,0,50.0,>50K,Professional,United-States
18,Private,9,Never-married,Own-child,White,Female,0,0,40.0,<=50K,Sales,United-States
52,Private,8,Separated,Other-relative,White,Female,0,0,40.0,<=50K,Unskilled Labor,Latin America
